Parent Name,Child Name
GASKET-CHAINCASE COVER,BLOCK-THROTTLE UPPER
REAR BUMPER/RACK LAYOUTS,MNT-AUX SHUT-OFF UPPER
PRO-CC REAR SUSPENSION,MASTER CYLINDER RESERVOIR CAP
ASM-BRKT IDLER TOP,SCR-#10X1/2-HI/LO-TRX-Y
MOUNT-ENGINE INSERT RAD PTO,SCR-6X3/8 PH TR HD GR5-Y
ASM-TIE ROD BOOT RH,GRIP-HANDLEBAR BSC
ASM-TIE ROD BOOT LH,WASHER-FL 8.4X16.0X
ASM-CHASSIS 137 PROG BSC,COVER-HANDLEBAR
ASM-TORQUE LINK FIXED,ASM-PITMAN
BEARING-FLANGE JACKSHAFT,"SPACER-BUSHING, LONG"
MOUNT-ENGINE,ASM-LEVER HTR HI/LO 35
ASM-FOOTREST LH,WELD-STEERING POST UPPER
"FOOTREST-RH, ASM",SWITCH-THROTTLE
WELD-TUBE BRACE RH,ASM-DRAGLINK FIXED SW
ASM-TUBE FRAME REAR,IDLER
MOUNT-ENGINE PTO FRONT,LOCTITE 767-64 ANTI SEIZE
"TUBE-BRACE LH, ASM",SCR-HXFL-M8X1.25X65 8
ASM-FRAME TUBULAR FRONT ALUM,STRAP-STEERING
ASM-R/T SHOCK MOUNT 137,"HAND GUARD, SNO, LH"
MOUNT-ENGINE INSERT RAD MAG,"HAND GUARD, SNO, LH"
WSHR-.275X.84X,"MOUNT, SNO HAND GRD, LH"
FUEL PIPELINE 2,"MOUNT, SNO HAND GRD, LH"
FUEL PIPELINE 1,"MOUNT, SNO HAND GRD, CAP"
ASM-SEAT BLK/WHITE/RED,"MOUNT, SNO HAND GRD, CAP"
SCR-TXPH-M6X1,"HAND GUARD, SNO, LH"
FUEL CAP,"HAND GUARD, SNO, LH"
NUT-PFA,"MOUNT, SNO HAND GRD, LH"
STUD-M6X1.0X25 8,"MOUNT, SNO HAND GRD, LH"
FUEL TANK BODY,"MOUNT, SNO HAND GRD, CAP"
BRKT-SEAT MOUNT REAR - RED PC,"MOUNT, SNO HAND GRD, CAP"
SCR-HXFL-M6X1.0X20 8,AIR-SILENCER LOWER
NUT-M6X1,--
"RIVET-TUFLOK,.315-.325X",AIR SILENCER-UPPER
SCR-SHLDR-TXTH M5X0,FOAM-INTAKE LOWER
LATCH-1/4 TURN,PLATE-ADAPTOR
WASHER-.510X.840X,PLUG-DRAIN
GROMMET-LATCH,INTAKE CASE 2
RVT-3/16(.251-,INTAKE CASE 1
HOSE COOLER/ENG WATERPUMP,INTAKE CASE 3
"HOSE, BOTTLE/ENGINE",INTAKE CASE 4
HOSE ENG/COOLER,K-PASS SEAT AND SUPPORT TP/CO
SPRINGBAND-CLAMP 26/12,gauge_pcb_board_assy_2
HOSE-TBODY/COOLANT BOTTLE,GASKET-DIGITAL GAUGE
HOSE ENG/CLOSEOFF,Gauge Panel
WELD-COOLANT BOTTLE,ribbon_cable
"SPRINGBAND-CLAMP 32/12, BROWN OR SILVER",BEZEL-GAUGE CPI B1
HOSE-SUPPORT,self_tapping_screw_m3x6
"CLAMP-HOSE, 9/16, SPRING-B","SOFTWARE-CPIB1SNO,UNP"
"CLAMP-HOSE, 1",DEFLECTOR-SNOW EXHAUST
CAP-PRESSURE,FENDER-RH
"FOAM-COOLING HOSE 5/8""",PLUG-CLUTCH HOLE
HOSE-SUPPORT BYPASS,RVT-3/16(.251-
SPRINGBAND-CLAMP 24/12,WASHER-.20 X .67 X
"SPRINGBAND-CLAMP 29/12,BLK","BOOT-EXHAUST, OUTLET"
"SPRINGBAND-CLAMP 35/12,BLK",STRAP-RUBBER 57MM
HOSE-BOTTLE/TUNNEL OUT,PLUG-CLUTCH HOLE
"BAR-MOUNTAIN, BASIC",FENDER-LH
PRO-XC REAR SUSPENSION,STRAP-RUBBER 57MM
ASM-TUBE FRAME REAR,PLUG-CLUTCH HOLE
ASM-CHASSIS 137 PROG BSC,FENDER-LH
WELD-TUBE BRACE RH,STRAP-RUBBER 57MM
ASM-R/T SHOCK MOUNT 137,DEFLECTOR-SNOW EXHAUST
ASM-TIE ROD BOOT LH,FENDER-RH
ASM-FRAME TUBULAR FRONT ALUM,PLUG-CLUTCH HOLE
ASM-TORQUE LINK FIXED,RVT-3/16(.251-
"FOOTREST-RH, ASM",WASHER-.20 X .67 X
"TUBE-BRACE LH, ASM","BOOT-EXHAUST, OUTLET"
ASM-BRKT IDLER TOP,STRAP-RUBBER 57MM
BEARING-FLANGE JACKSHAFT,"INSERT-AVK,AK,M6X1.00,4"
ASM-FOOTREST LH,TUBE-UPPER FRONT BUMPER
MOUNT-ENGINE INSERT RAD MAG,BRACE-FRONT BUMPER
MOUNT-ENGINE,MASTER CYLINDER LEVER
ASM-TIE ROD BOOT RH,COVER-THROTTLE
MOUNT-ENGINE PTO FRONT,RET
MOUNT-ENGINE INSERT RAD PTO,IDLER
SWITCHBACK ASSAULT SUSPENSION ARMS,STOP-STEERING POST
ASM-SKI PRO STEER BSC,MASTER CYL RESERVOIR
SWITCHBACK ASSAULT STEERING,GRIP-HANDLEBAR BSC
ENGINE CONTROL UNIT SOFTWARE,ASM-CONTROL LH
EXH VALVE BASE,LEVER-THROTTLE 35
"SUB,EV COOLANT HOSE",ASM-PITMAN
WSHR-0.5625X1.1X0,SCR-HXFL-M8X1.25X65 8
"ADAPTOR-THROTTLE BODY,INTSTUFF",SCR-HXFL-M8X1.25X55 8
CAPLUG-#17 TAPERED 1.447-1,ASM-DRAGLINK FIXED BALL
"RECOIL,600/800",MASTER CYLINDER RESERVOIR CAP
GEAR-STARTER-RING CLUTCH HCR,TUBE-MOUNT
"HEAD-CYL,85 CH BYPASS,HBV","WASHER-3/8, FW SAE STL THRU-HRD"
WELD-MANIFOLD 800,PISTON CAP
"CRANKCASE,800 AS",COVER-CONTROL LH
"COVER-MACH,TAPERED,CAPTIVATING",MASTER CYLINDER MACH_2
"SHEAVE-MOVEABLE MACH, MID",ASM-DRAGLINK FIXED BS
"SCR-M14 X 1.5 X 215, HX, 10",SWITCH-THROTTLE
"ASM-THROTTLE BODY,48MM,16",BLOCK-THROTTLE UPPER
"CYL-85MM,SDI MONOBLOCK, NEW EV","WASHER-3/8, FW SAE STL THRU-HRD"
"CAP-PLUG,T-862",SEAL-STEERING BUSHING
ENGINE CONTROL UNIT,SCR-6X3/8 PH TR HD GR5-Y
"ASM-THROTTLE BODY,48MM,16",LOCTITE 767-64 ANTI SEIZE
"FUEL RAIL,AS",ASM-THROTTLE CNTRL 35
COVER-HEAD 85 TWIN CH BP MACH,MNT-AUX SHUT-OFF LOWER
CLAMP-VINYL COATED,HAND BRAKE MASTER CYLINDER MAIN
COVER-THERMOSTAT M6 BLEED MACH,MOUNT-BUSHING STEERING
"ASM-SHEAVE STATIONARY, ES, BT",STRAP-STEERING
"COVER-WP,800,BP,MACH",NUT-HEX M10X1.5 8
"REED VALVE,VFORCE",ASM-HANDLEBAR AL
"SPARK PLUG-NGK, BPR 9ES",SCR-SH-SET-M8X1.25X8 8
"ASM-THROTTLE BODY,48MM,16",MASTER CYLINDR ASY
"SPARK PLUG-NGK, BPR 9ES",CLAMP-HANDLEBAR RETAINER
"HEAD-CYL,85 CH BYPASS,HBV",ARM-STEERING POST
CAPLUG-#17 TAPERED 1.447-1,MASTER CYLINDER CONNECTOR
ENGINE CONTROL UNIT SOFTWARE,"CAPLUG-TAPERED,#T-4X"
"SUB,EV COOLANT HOSE",NUT-M8X1
"COVER-MACH,TAPERED,CAPTIVATING",SCR-HH M8X1.25X45 8
CLAMP-VINYL COATED,WASHER-.189X.314X
"ADAPTOR-THROTTLE BODY,INTSTUFF",ASM-SWITCH AUX SHUTOFF STD MNT
"ASM-SHEAVE STATIONARY, ES, BT",BLOCK-THROTTLE LOWER
"ASM-THROTTLE BODY,48MM,16",POST-STEERING
"REED VALVE,VFORCE",NUT-M8X1
"SHEAVE-MOVEABLE MACH, MID",ASM-CONTROL LH
WSHR-0.5625X1.1X0,"SPACER-BUSHING, LONG"
"CRANKCASE,800 AS",WASHER-.344X.688X
"CAP-PLUG,T-862",SPACER-BUSHING
"COVER-WP,800,BP,MACH",BRKT-STEERING TUBE
"RECOIL,600/800",BUSHING-STEERING POST UPPER
COVER-HEAD 85 TWIN CH BP MACH,ASM-LEVER HTR HI/LO 35
GEAR-STARTER-RING CLUTCH HCR,PIN-RETAINING .186X1
ENGINE CONTROL UNIT,ASM-DRAGLINK FIXED HSG
"CYL-85MM,SDI MONOBLOCK, NEW EV",SWITCH-AUX SHUT-OFF DC-SDI
EXH VALVE BASE,COVER-HANDLEBAR
"SCR-M14 X 1.5 X 215, HX, 10",ASM-DRAGLINK FIXED
WELD-MANIFOLD 800,MNT-AUX SHUT-OFF UPPER
COVER-THERMOSTAT M6 BLEED MACH,"BLOCK-HB RISER,60MM,RMK,MET"
"FUEL RAIL,AS",STOP-STEERING POST
SNO HAND GUARD ASM,"TUBE-INNERSTRG,21.34X23"
SNO HAND GUARD ASM,WELD-STEERING POST
"COVER-MACH,TAPERED,CAPTIVATING",BAR-HANDLE INTEG HOOKS AL
WSHR-0.5625X1.1X0,ASM-RACK LINK
CAPLUG-#17 TAPERED 1.447-1,BUSHING-STEERING POST LOWER
ENGINE CONTROL UNIT,SCR-#10X1/2-HI/LO-TRX-Y
"CYL-85MM,SDI MONOBLOCK, NEW EV",ASM-DRAGLINK FIXED RACE
"HEAD-CYL,85 CH BYPASS,HBV",NUT-M10X1
CLAMP-VINYL COATED,ROD-TIE
"ASM-THROTTLE BODY,48MM,16",NUT-HEX M10X1.5 8
"ASM-THROTTLE BODY,48MM,16","ASM-TIE ROD, WIDE"
"ASM-SHEAVE STATIONARY, ES, BT",ROD END-M10 STUD
COVER-THERMOSTAT M6 BLEED MACH,"WELD-LCA,RH RMK"
"FUEL RAIL,AS","ASM-SPINDLE,LH METRIC,RMK BJ"
"REED VALVE,VFORCE",7044120-spring-rod
ENGINE CONTROL UNIT SOFTWARE,SPRG-COMP .306X11
WELD-MANIFOLD 800,BUSHING-15.88X10.13X76
GEAR-STARTER-RING CLUTCH HCR,NUT-M10X1
"SCR-M14 X 1.5 X 215, HX, 10",BUSHING-SKI PIVOT
"SHEAVE-MOVEABLE MACH, MID",SCR-M10X1.5X75 10
"SPARK PLUG-NGK, BPR 9ES",WELD-UCA RMK LH
"CAP-PLUG,T-862",SCR-M10X1.5X75 10
"RECOIL,600/800",WASHER-FL .406X.812X
COVER-HEAD 85 TWIN CH BP MACH,ROD END-M10 HOUSING
"COVER-WP,800,BP,MACH",ROD END-M10X23 75DEG LH
"ADAPTOR-THROTTLE BODY,INTSTUFF","SPINDLE-MACH,RH METRIC,BJRMK"
EV HOUSING SW Model,ROD END-M10 HOUSING
"CRANKCASE,800 AS",NUT-M10X1
CLIP-1/4 TURN 6MM,SHOCK-IFS WE NEEDLE PIGGY SHRT
SCR-TXTH-M6X1,SCR-M10X1.5X50 8
BRKT-PLENUM SUPPORT,WELD-UCA RMK RH
SCR-M6X1,SCR-M10X1.5X60-8
"CLIP-""U"",M6.0X1",BUSHING-M10X17
RIVET-3/16 X,SCR-SH-M10X1.5X45 12
"SCR-10X5/8-HI/LO,PN-T25,TRX-M","SPINDLE-MACH,LH METRIC,BJRMK"
"RIVET-TUFLOK,.315-.325X",7044120-spring-clip
"SCR-TX TRUSS-#14X3/4, HI/LO B",NUT-HEX M10X1.5 8
PLENUM-LOWER,7044120-spring-jam-nut
ASM-SILENCER W/COILS,BUSHING-SKI PIVOT
ASM-TUBE INTAKE,"WELD-LCA,LH RMK"
PLENUM-UPPER,ASM-SHOCK IFS W/E SHORT
K-PASS SEAT AND SUPPORT TP/CO,ROD END-M10 STUD
HOOD-UV TPO BSC 2,WASHER-FL .406X.812X
HOOD-UV TPO BSC 5,7044120-spring-nut
"WASHER-NYLN, BLK, .875 X 1.25 X",NUT-M10X1
ASM-HEADLIGHT LED,ROD END-M10X26
HOOD-UV TPO BSC 1,NUT-M10X1
LID-STORAGE,"ASM-SPINDLE,RH METRIC,RMK BJ"
HOOD-UV TPO BSC 3,SCR-SH-M10X1.5X45 12
ASM-HEADLIGHT LED,BUSHING-15.88X10.13X76
STUD-1/4 TURN 6MMX16MM,BUSHING-PLASTIC SKI METRIC SERIAL LOW
ASM-HEADLIGHT LED,BUSHING-PLASTIC SKI METRIC SERIAL HIGH
Polaris® MessageCenter (MC) Gauge,CARBIDE NUT KIT
HOOD-UV TPO BSC 4,"SKAG-CARBIDE 4"" 60° 8MM STUD EARLY"
"RETAINER-1/4 TURN 6MM,STEEL","SKAG-CARBIDE 4"" 60° 8MM STUD LATE"
"SWITCH-KEY,3 POS,MT SLV","TOE-PLASTIC, SKI"
"RIVET-TUFLOK,.315-.325X",SKI KIT
COVER-THERMOSTAT M6 BLEED MACH,TOE-PLASTIC KIT
WSHR-0.5625X1.1X0,STOP-SKI RUBBER SOFT
"SPARK PLUG-NGK, BPR 9ES",SKI-PLASTIC PRO STEER BSC
"COVER-MACH,TAPERED,CAPTIVATING",STOP-SKI RUBBER HARD
"ADAPTOR-THROTTLE BODY,INTSTUFF",RIVET-3/16-.214-
"HEAD-CYL,85 CH BYPASS,HBV",MOUNT-UPPER MACH
"ASM-SHEAVE STATIONARY, ES, BT",RIVET-3/16-.090-
"RECOIL,600/800",TUBE-FOOTREST LH
GEAR-STARTER-RING CLUTCH HCR,TUBE-FOOTREST RH
WELD-MANIFOLD 800,MOUNT-LOWER REAR MACH LH
ENGINE CONTROL UNIT SOFTWARE,SCR-TXTH-M6X1.0X15 8
"CRANKCASE,800 AS",TUBE-FRAME REAR RH
"FUEL RAIL,AS",TUBE-FRAME REAR LH
CAPLUG-#17 TAPERED 1.447-1,MOUNT-LOWER REAR MACH RH
"ASM-THROTTLE BODY,48MM,16",---
"ASM-THROTTLE BODY,48MM,16",arm-tork link
"REED VALVE,VFORCE",SUPPORT-RUNNINGBOARD REAR LH
"SHEAVE-MOVEABLE MACH, MID",RUNNINGBOARD-129 LH MACH
COVER-HEAD 85 TWIN CH BP MACH,CLIP-MACH RH
"SUB,EV COOLANT HOSE",M6X1.0X30 CARRIAGE CL8
"CYL-85MM,SDI MONOBLOCK, NEW EV","ASM-BRACE LOWER, LH"
"SCR-M14 X 1.5 X 215, HX, 10",SPACER-RUNNINGBOARD REAR LH
CLAMP-VINYL COATED,SPACER-RUNNINGBOARD REAR RH
"CAP-PLUG,T-862",FLOOR-BULKHEAD
"COVER-WP,800,BP,MACH",CHASSIS 144 CONV VOYGR BSC
EXH VALVE BASE,COVER-TAILLIGHT
ENGINE CONTROL UNIT,CLIP-MACH LH
CLOSEOFF-NOSEPAN,WSHR-6.4X18.0X1
ASM-FENDER RH,DECAL-REFLECTOR RED LH
LABEL 2 POLARIS LH,ASM-CHAINCASE INTERMD
LABEL 1 POLARIS RH,NUT-HXFL-M6X1
PANEL-SIDE LH PNTD TPO BSC,COVER-TAILLIGHT HARNESS 129
NOSEPAN-BASIC,MOUNT-STEERING LOWER MACH
LABEL 1 POLARIS LH,FLAP-SNOW
PANEL-SIDE RH PNTD TPO BSC,TUBE-BUMPER ALUM
LABEL 2 POLARIS RH,"NUT-RIVNUT,HEX,M6X1"
ASM-FENDER LH,SCR-TXTH-M6X1
HANDLE-RECOIL,TUBE-FRAME FRONT ALUM
CONSOLE-PROG BLK,SCR-HXFL-M6X1X50 10
NUT - FILLER NECK,TUBE-SHOCK TOWER
BRKT-RECOIL,SPACER-TUBE CAST 27
2413200 harness sw model,MOUNT-LOWER FRONT MACH RH
2413200 CONNECTORS SW MODEL,SHIM-TUBE CAST 31
2413777 harness sw model,MOUNT-LOWER FRONT MACH LH
2413777 CONNECTORS SW MODEL,--
NOSEPAN-BASIC,--
ASM-FENDER LH,--
LABEL 1 POLARIS RH,BUSHING-TIE ROD BOOT
PANEL-SIDE LH PNTD TPO BSC,BASE-TIE ROD BOOT LH
LABEL 1 POLARIS LH,NUT-CLINCH M8X1
PANEL-SIDE RH PNTD TPO BSC,BRKT-SUPPORT OIL PUMP
LABEL 2 POLARIS LH,PLUG-COOLER CENTER LEFT
LABEL 2 POLARIS RH,FITTING-COOLER STRAIGHT
CLOSEOFF-NOSEPAN,PLUG-COOLER TOP LEFT
ASM-FENDER RH,CAP-COOLER MACH LH
BUMPER-FRONT LOWER,"FITTING-COOLER,90 DEG,15"
SCR-HXFL-M6X1.0X25 8,ORG HEAT EXCHANGER
BRKT-PIPE/CHASSIS,PLUG-COOLER CENTER RIGHT
NUT-M6X1,CAP-COOLER CAST RH
SCR-TXTH-M6X1,SUPPORT-RUNNINGBOARD REAR RH
WELD-BUMPER FRONT,129 RUNNINGBOARD-RH MACH
INDY ADVENTURE STEERING,RIVET-3/16-.090-
INDY ADVENTURE SUSPENSION ARMS,FOOTREST-LH
ASM-SKI PRO STEER BSC,--
ASM-TUBE FRAME REAR,--
ASM-TORQUE LINK FIXED,BASE-TIE ROD BOOT RH
ASM-RUNNINGBOARD 129 LH,--
ASM-CHASSIS 144 CONV VOYGR BSC,BUSHING-TIE ROD BOOT
ASM-BUMPER REAR TP129 ALUM,CAP-TUBE CROSS UCA
MOUNT-ENGINE FRT BASE MACH,TUBE-UCA ALUM
ASM-FRAME TUBULAR FRONT ALUM,SCR-TXTH-M8X1.25X25 8
"MOUNT-ENGINE INSERT RAD,MAG",NUT-M8X1
ASM-TIE ROD BOOT LH,TUBE-BRACE LH
R/T SHOCK MOUNT SW,TUBE-RESONATOR MOUNT
ORG HEAT EXCHANGER ASSY,NUT-M8X1
ASM-RUNNINGBOARD 129 RH,SCR-M8X1.25X25 8
ASM-FOOTREST LH,TUBE-BRACE RH
"MOUNT-ENGINE INSERT RAD,PTO",FOOTREST-RH
BEARING-FLANGE JACKSHAFT,RIVET-3/16-.090-
ASM-TIE ROD BOOT RH,SUPPORT-FOOTREST RH
"SCR-1/4-20X1/2 TFM,HW-M",SLEEVE-TORQUE STOP
SHIELD-HEAT RESONATOR,BRACE-LOWER LH MACH
RESONATOR AXYS PART 1,CHAINCASE-MACH
RESONATOR AXYS PART 3,SEAL-OIL
WASHER-.28X.81X,"BEARING-BALL, 6205 LLB"
--,Connector SD/MMC
--,IC REG LDO CAP FREE 8-SON
TUBE-FRAME FRONT ALUM,CAP_TANT_100UF_6.3V
SCR-HXFL-M6X1X50 10,CAP CER 10UF 10V
TUBE-SHOCK TOWER,"CONN HEADER FEM 10POS .1"" DL TIN"
SPACER-TUBE CAST 27,CONNECTOR USB TYPE A
MOUNT-LOWER FRONT MACH RH,XTAL 32.768kHz
SHIM-TUBE CAST 31,Capacitor 1uF 10V Ceramic 10%
MOUNT-LOWER FRONT MACH LH,Gauge PCB Board
RIVET-3/16-.214-,CRYSTAL 24MHZ 18PF
MOUNT-UPPER MACH,Capacitor 0.01uF 16V
RIVET-3/16-.090-,IC USB HS DUAL UART/FIFO 64-LQFP
TUBE-FOOTREST LH,CAP 18PF 50V C0G 5%
TUBE-FOOTREST RH,SWITCH TACT SPST W/GND SMD
MOUNT-LOWER REAR MACH LH,IC EEPROM 32KBIT 400KHZ SOT23-6
SCR-TXTH-M6X1.0X15 8,conn_16pin
TUBE-FRAME REAR RH,Integrated Power Management Unit
TUBE-FRAME REAR LH,Low-Power Dual 2-Input Positive-AND Gate
MOUNT-LOWER REAR MACH RH,Resistor 100Kohm 1/16W 1%
--,Ferrite Bead 150 Ohm 800mA
BUSHING-TIE ROD BOOT,RES .10 OHM 1/8W 5%
BASE-TIE ROD BOOT LH,TXRX ETHERNET 10/100 RMII
SUPPORT-RUNNINGBOARD REAR RH,IC 4CH ESD SOLUTION W/CLAMP 6SON
129 RUNNINGBOARD-RH MACH,Crystal 25MHz
FLAP-SNOW,TRANS NPN/NPN W/RES 50V SMINI6
TUBE-BUMPER ALUM,AM335x ARM Cortex-A8
"NUT-RIVNUT,HEX,M6X1",RJ-45 10/100 W/Magnetics
SCR-TXTH-M6X1,Expansion Header
CAP-TUBE CROSS UCA,pcb button
TUBE-UCA ALUM,"Inductor 2.2uH smt 2.6A, 58 mOhm"
RIVET-3/16-.090-,DDR2 RAM 256MB(128Mx16)x1 400MHz
FOOTREST-LH,CONN POWER JACK 2.1MM
NUT-CLINCH M8X1,IC USB 2.0 HS HUB CTRLR
BRKT-SUPPORT OIL PUMP,1.5A PWR DIST SWITCH
PLUG-COOLER CENTER LEFT,Standard LED - SMD Green Clear 569nm
FITTING-COOLER STRAIGHT,USB_mini A/B
PLUG-COOLER TOP LEFT,CAP 22PF 5% 100V
CAP-COOLER MACH LH,IC EEPROM 2KBIT 2MHZ SOT23-6
"FITTING-COOLER,90 DEG,15",IC BUFF/DVR DL NON-INV
ORG HEAT EXCHANGER,IC CTLR OVP 28V W/NMOS 6-DFN
PLUG-COOLER CENTER RIGHT,"Icon, Low Battery Voltage"
CAP-COOLER CAST RH,"Icon, Reverse"
--,"Gauge Panel, Back Cover"
--,"Icon, Low Oil"
---,"Icon, Parking Brake"
arm-tork link,Mode Button
BASE-TIE ROD BOOT RH,"Icon, Low Fuel"
--,"Icon, Security"
BUSHING-TIE ROD BOOT,Gauge Screen
CLIP-MACH RH,"Icon, Check Engine"
M6X1.0X30 CARRIAGE CL8,Center Button
"ASM-BRACE LOWER, LH","Icon, Engine Hot"
SPACER-RUNNINGBOARD REAR LH,"Icon, High Beam"
SPACER-RUNNINGBOARD REAR RH,Set Button
FLOOR-BULKHEAD,"Gauge Panel, Front Cover"
CHASSIS 144 CONV VOYGR BSC,"Icon, Playback"
COVER-TAILLIGHT,NUT-HXFL-M6X1
CLIP-MACH LH,SCR-HXFL-M8X1.25X20 8
WSHR-6.4X18.0X1,ASM-CARGO RACK 137
DECAL-REFLECTOR RED LH,SCR-TXTH-M8X1.25X25 8
ASM-CHAINCASE INTERMD,NUT-HXFL-M6X1
NUT-HXFL-M6X1,"ASM-BUMPER,RR,RMK,AL"
COVER-TAILLIGHT HARNESS 129,SCR-TXPH-M6X1.0X25 8
MOUNT-STEERING LOWER MACH,STRAP-RUBBER 70MM
FOOTREST-RH,LID-SADDLEBAG LH
RIVET-3/16-.090-,"BUSHING-RUBBER,LNR ANCHOR"
SCR-TXTH-M8X1.25X25 8,NUT-HXFL-M6X1
NUT-M8X1,SADDLEBAG-LH
TUBE-BRACE LH,RIVET3/16(.063-
SUPPORT-FOOTREST RH,"PIN-DOWEL,5/32""X7/8"", ZPC"
SUPPORT-RUNNINGBOARD REAR LH,BUSHING-L&R ANCHOR SNOW
RUNNINGBOARD-129 LH MACH,"HANDLE-LNR ANCHOR,BLK"
TUBE-RESONATOR MOUNT,SHAFT-L&R ANCHOR SNOW
NUT-M8X1,HINGE-SADDLEBAG
SCR-M8X1.25X25 8,BRKT-BAG SUPPORT LH
TUBE-BRACE RH,"SCR-M6X1.0X20MM,TX,PH,8"
BOTTLE-OIL,SADDLEBAG-RH
FITTING-1/4 STRAIGHT W/FILTER,LID-SADDLEBAG RH
"GROMMET-FLANGED, .36X.56X1",RIVET3/16(.063-
SWITCH-OIL LEVEL NO CONTACT,SHAFT-L&R ANCHOR SNOW
gauge_pcb_board_assy_2,STRAP-RUBBER 70MM
GASKET-DIGITAL GAUGE,NUT-HXFL-M6X1
Gauge Panel,"SCR-M6X1.0X20MM,TX,PH,8"
ribbon_cable,"BUSHING-RUBBER,LNR ANCHOR"
BEZEL-GAUGE CPI B1,"PIN-DOWEL,5/32""X7/8"", ZPC"
self_tapping_screw_m3x6,"HANDLE-LNR ANCHOR,BLK"
"SOFTWARE-CPIB1SNO,UNP",HINGE-SADDLEBAG
"CAP-END,SPLINE,DRIVE SHAFT",BUSHING-L&R ANCHOR SNOW
"CAP-END,DRIVE SHAFT",BRKT-BAG SUPPORT RH
TUBE-DRIVE SHAFT,NUT-M8X1
HOUSING-DRIVESHAFT,SCR-M10X1
"SPROCKET-8T,2",WASHER-.325X1.20X
SCR-TXTH-M8X1.25X15 8,STRAP-LIMITER
"MOUNT,SHAFT GEAR RH",SFT-M10X1.5IDX17.47ODX220
"BEARING-25X52X15,SPH",SCR-M8X1.25X30 8
CHAINCASE-MACH,WSHR-10.5X24X1
SEAL-OIL,WASHER-.344X.688X
"BEARING-BALL, 6205 LLB",BUSHING-CRANK
LYT-17 CARGO RACK,NUT-M8X1
"LYT-17 BUMPER,REAR,RMK,BSC",SHAFT-RTA MOUNT
ASM-SADDLEBAG LH,"SCR-M8X1.25X65-HX/FL-Y,CL 10"
ASM-SADDLEBAG RH,ARM-MACH 83
"STRAP-LIMITER, ASM",SCR-M10X1.5X50 8
SCR-HXFL-M10X1.25X250 10,NUT-HEX M10X1.5 8
"ROLLER-SPRING, TRI-ADJ, (LH SHOWN)",RING-RETAINING
ASM-ARM 83,WHEEL-LWT 5
SHAFT-CROSS RMK,BEARING-.7874 X 1.6535 X
"WHEEL-LWT, ASM",WSHR-M6 OFFSET 2
NUT-M8X1,WHEEL-PLAIN
ASM-WHEEL PLAIN,BEARING-.7874 X 1.6535 X
SHOCK-RTS W/E ASSAULT,WSHR-M6 OFFSET 2
"ASM-WHEEL,REAR",RING-RETAINING
7044562_SPRING_ASSY,SHOCK-RTS W/E ASSAULT
SPACER-.520X.770X1,SHOCK-RTS W/E ASSAULT
WELD-SHOCK PIVOT ARM WT,SHOCK-RTS W/E ASSAULT
"ARM, WELD MODEL",SHAFT-IDLER M10X1
"SPRING-TOR,","SPACER-IDLER,LONG"
SHAFT-CROSS RMK,"ASM-WHEEL,SPOKE,7"
SCR-HXFL-M10X1.5X230 8,WASHER-SPRING .406X1.25X
"ASM-WHEEL, PLAIN, 6",SPACER-IDLER
BOLT M8X1,SCR-M10X1
NUT-M10X1,"BUSHING-MACH,.800X1.125X"
NUT-M10X1,---
SLEEVE-TORSION SPRING,SHOCK-F/T W/E CC
"CONNECTING PLATE, ASM",SHOCK-F/T W/E CC
WELD-H-BRACKET,"SPRING-COMP 90/260# 2"""
"FRONT PIVOT ARM, ASM",ARM-PIVOT SHOCK
BUSHING-M16ODX10,TUBE-REAR PIVOT ARM
WSHR-10.5X24X1,MOUNT-GREASE ZERK
SHAFT-CROSS MACH,"WHEEL-PLAIN, 6"
"REAR PIVOT ARM, WELD",BEARING-6007
--,RING-RETAINING
"SPRING-TOR,",--
--,NUT-M8X1
"ROLLER-SPRING, TRI-ADJ, RH",SCR-HXFL-M8X1.25X85 10
CLIP-PUSH ON,--
--,BRKT-SHAFT SUPPORT
WSHR-1.28 X 1.69 X,SHAFT-SHOCK 43
BRKT-IDLER,TUBE-CROSS FRONT
NUT-CLINCH-M6X1,NUT-M10X1
--,WSHR-M10.5X25X2
--,SCR-HXFL-M10X1.25X250 10
BASE-TIE ROD BOOT RH,TUBE-CROSS REAR
--,"WASHER-3/8, FW SAE STL THRU-HRD"
BUSHING-TIE ROD BOOT,SCR-HXFL-M10X1.5X40 10
--,ARM-SHOCK MNT
BUSHING-TIE ROD BOOT,NUT-M10X1
BASE-TIE ROD BOOT LH,SCR-M10X1.5X65 8
"CLOSEOFF-REAR TUNNEL, ASM",SHAFT-H-BRKT CC AL
TUBE-CROSSOVER EXTRUDED,WSHR-10.5X24X1
TUNNEL 137 PROG BSC,NUT-M10X1
ASM-SUPPORT RUNNING BOARD 137,SHAFT-PIVOT
MOUNT-STEERING LOWER MACH,WSHR-10.4X28.58X2
MOUNT-ENGINE FRT BASE MACH,NUT-HEX M10X1.5 8
ASM-COOLER BULKHEAD,SCR-M10X1.5X75 10
FLOOR-BULKHEAD,SCR-M10X1.5X50 8
MOUNT-ENGINE REAR BASE MACH,WSHR-10.5X24X1
"ASM-BRACE LOWER, LH",BUSHING-M10X17
LYT-17 REAR BUMPER/HITCH/RACK,SCR-HXFL-M10X1.25X75 10
